measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,207,Ghana,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,48147.82589159013,58667.35602344623,38466.267084727035
1,Deaths,123,Peru,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,30200.61000301223,37326.36972453394,23953.81993695783
1,Deaths,367,Monaco,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,149.7273593118569,181.39925852799115,117.98459400657853
1,Deaths,59,Latvia,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,14910.129669507112,16325.17522367112,13039.654582727399
1,Deaths,140,Bahrain,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,1396.3458837231528,1613.6758945425495,1198.3043835691196
1,Deaths,208,Guinea,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,16614.649552117353,20907.949449973323,13256.587972961956
1,Deaths,175,Burundi,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,11262.312213739762,13951.124430607006,9033.156597441079
1,Deaths,113,Guyana,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,2125.9405679680867,2641.2046970774504,1698.1100364065337
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,495.8050550908018,556.4909893763933,439.86633795594935
1,Deaths,24,Marshall Islands,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,158.9400714354693,199.0828070014242,124.10532632446798
1,Deaths,127,El Salvador,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,9638.872014085195,11482.420411683548,7897.945138767979
1,Deaths,155,Türkiye,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,205716.19009269474,241156.30906307756,171394.8271627971
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,56903.87060787642,70923.19834120425,46687.769605019996
1,Deaths,92,Spain,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,115259.18294158527,126200.32167010696,96017.6054465184
1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,295.24239622666255,355.58769638694844,241.29193496292106
1,Deaths,109,Cuba,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,41275.931570723944,46361.53842075411,36316.1707225864
1,Deaths,126,Costa Rica,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,6128.33741204836,6800.311917394088,5327.267002728476
1,Deaths,93,Sweden,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,29621.137346827214,33186.32013126786,24240.360705084833
1,Deaths,206,Gambia,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,3228.8305247641256,3899.3269523045783,2514.2670386082914
1,Deaths,380,Palau,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,72.10312657840218,87.19557930988557,58.45532559925511
1,Deaths,94,Switzerland,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,20292.493237942548,22385.88439617843,16253.159586404081
1,Deaths,212,Mauritania,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,5698.4880771089165,7186.395018154879,4485.217183297949
1,Deaths,145,Kuwait,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,4200.860414285496,5003.949799744339,3459.781090043153
1,Deaths,90,Norway,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,10903.951470146434,11807.258487285306,9108.209697061251
1,Deaths,173,Gabon,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,2778.2344796383395,3436.8733606916167,2130.249134463401
1,Deaths,385,Puerto Rico,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,8162.028286880732,9448.43452193737,6749.613516774056
1,Deaths,28,Solomon Islands,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,1590.526284137767,2020.1059121481806,1294.74589768211
1,Deaths,131,Nicaragua,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,5684.304035884449,6644.972634738394,4849.23761190347
1,Deaths,125,Colombia,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,74741.0881250971,87263.87135721874,62922.78902687925
1,Deaths,111,Dominican Republic,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,24505.996968272517,30216.724281555013,19934.318114005262
1,Deaths,180,Kenya,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,37887.857608800885,45849.32929231341,30615.362509190596
1,Deaths,60,Lithuania,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,20226.1337216097,22154.372408647807,17797.325898746076
1,Deaths,146,Lebanon,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,10853.715569033364,12672.595054557436,9204.686159535504
1,Deaths,522,Sudan,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,74478.32045962871,96379.75648640233,59328.00485784209
1,Deaths,160,Afghanistan,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,47547.75177915278,57692.63701809918,38111.5468131207
1,Deaths,193,Botswana,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,2889.813606370894,3545.0595777514336,2382.6854624914567
1,Deaths,79,Finland,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,22546.26267561842,24563.49397351797,18633.79520989394
1,Deaths,75,Austria,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,29283.07859085552,31674.083724038457,24559.673423269054
1,Deaths,194,Lesotho,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,3651.0361181404496,4540.801456925476,2799.4655762090206
1,Deaths,157,Yemen,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,59143.53503652691,75127.48830342434,46693.04590394516
1,Deaths,46,Croatia,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,23388.249089845624,25528.954925175505,20684.841558847278
1,Deaths,416,Tuvalu,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,45.764176387184385,53.49965655434877,39.489934002043874
1,Deaths,112,Grenada,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,256.4227341556602,283.53498558486035,224.78094905347325
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,15701.233909277682,19075.457181360667,12543.947518752435
1,Deaths,413,Tokelau,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,5.644967003280505,6.755559856620029,4.5960845659965655
1,Deaths,190,Uganda,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,27118.14112843024,34133.62850936967,21421.56518165475
1,Deaths,33,Armenia,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,13532.769003206116,14980.541204450492,12030.064810418307
1,Deaths,197,Eswatini,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,1611.2938231079845,2144.357654493241,1181.361317564117
1,Deaths,177,Djibouti,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,1308.4746187839369,1732.8314686128251,981.630544541015
1,Deaths,164,Nepal,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,55698.53399122362,67959.43210871797,45932.75350374018
1,Deaths,163,India,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,2872700.7484284504,3147150.102913963,2618478.7427080525
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,2729.1664786866127,3241.631437186868,2162.2060889547884
1,Deaths,97,Argentina,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,87387.82729194524,92077.94276039666,80098.82738209156
1,Deaths,98,Chile,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,27156.376985189694,28701.872149153056,24453.169950643107
1,Deaths,305,Bermuda,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,210.51412772017852,252.8029676457553,179.26786730367212
1,Deaths,130,Mexico,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,189708.90733484292,210496.9117530224,168328.4653045043
1,Deaths,176,Comoros,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,1018.0211670655023,1279.7118973215545,806.4061683533675
1,Deaths,13,Malaysia,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,66763.48447651298,70189.40606041579,62402.46483052256
1,Deaths,50,Montenegro,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,4325.966646056534,4758.762799671243,3916.0043409130853
1,Deaths,144,Jordan,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,11653.603208225306,14134.53580125674,9554.236640846766
1,Deaths,15,Myanmar,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,152009.860456484,184683.83801943957,126315.12937187946
1,Deaths,128,Guatemala,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,14507.728085874616,16417.702523440552,12641.347920230939
1,Deaths,178,Eritrea,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,7024.7807891165285,8952.897756499093,5456.328192730236
1,Deaths,47,Czechia,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,46784.463549657376,51433.28985782339,41203.15235557236
1,Deaths,91,Portugal,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2021,32673.494664882153,35501.806894842055,27704.845596289615
